order_id,order_date,date_id,customer_id,store_id,employee_id,payment_method,order_status,total_revenue,total_cost
ORD0003634,2022-01-10,20220110,CUS00322,5,EMP0112,Vodafone Cash,Completed,1050.0,500.0
ORD0010107,2022-01-11,20220111,CUS01780,4,EMP0086,Debit Card,Completed,1070.0,510.0
ORD0000696,2022-01-11,20220111,CUS01739,1,EMP0005,Fawry,Returned,816.0,660.0
ORD0001231,2022-01-11,20220111,CUS00296,8,EMP0138,Cash,Completed,21919.0,21430.0
ORD0001830,2022-01-11,20220111,CUS01008,5,,Fawry,Completed,2232.0,1150.0
ORD0002944,2022-01-11,20220111,CUS02313,12,EMP0179,Debit Card,Completed,412.0,250.0
ORD0008088,2022-01-11,20220111,CUS00678,6,EMP0118,Fawry,Completed,828.0,440.0
ORD0009421,2022-01-11,20220111,CUS02612,15,EMP0215,Cash,Returned,190.0,90.0
ORD0006707,2022-01-11,20220111,CUS01425,1,EMP0002,Vodafone Cash,Completed,27270.0,24040.0
ORD0001365,2022-01-11,20220111,CUS01881,2,EMP0048,InstaPay,Completed,3330.0,2510.0
ORD0005705,2022-01-11,20220111,CUS02790,2,EMP0046,Fawry,Completed,210.0,100.0
ORD0002223,2022-01-11,20220111,CUS00186,2,EMP0031,Credit Card,Completed,5603.0,3840.0
ORD0002684,2022-01-12,20220112,CUS01633,2,EMP0038,Credit Card,Completed,1656.0,880.0
ORD0002970,2022-01-12,20220112,CUS00602,11,EMP0173,Credit Card,Completed,418.0,220.0
ORD0009076,2022-01-12,20220112,CUS01918,12,EMP0174,  Cash  ,Completed,2300.0,1460.0
ORD0009682,2022-01-12,20220112,CUS00258,10,EMP0158,Debit Card,Completed,291.0,160.0
ORD0004272,2022-01-12,20220112,CUS00064,14,EMP0200,Vodafone Cash,Completed,360.0,160.0
ORD0010444,2022-01-12,20220112,CUS00427,10,EMP0158,InstaPay,Completed,4096.0,2040.0
ORD0004712,2022-01-12,20220112,CUS00906,3,EMP0063,Vodafone Cash,Completed,1392.0,720.0
ORD0009161,2022-01-13,20220113,CUS00545,3,EMP0058,Credit Card,Completed,140.0,70.0
ORD0006280,2022-01-13,20220113,CUS00945,1,EMP0014,InstaPay,Completed,228.0,120.0
ORD0001725,2022-01-13,20220113,CUS00251,2,EMP0037,InstaPay,Completed,1143.0,560.0
ORD0003601,2022-01-13,20220113,CUS02253,5,EMP0108,Fawry,Completed,288.0,140.0
ORD0005311,2022-01-13,20220113,CUS02704,5,EMP0106,Vodafone Cash,Completed,640.0,280.0
ORD0001180,2022-01-13,20220113,CUS01684,3,EMP0077,Fawry,Completed,948.0,510.0
ORD0009093,2022-01-13,20220113,CUS02976,1,EMP0023,  Debit Card  ,Completed,1104.0,660.0
ORD0006115,2022-01-13,20220113,CUS01254,3,EMP0071,Credit Card,Completed,1022.0,530.0
ORD0002179,2022-01-14,20220114,CUS00544,5,EMP0106,Credit Card,Completed,2087.5,1030.0
ORD0001483,2022-01-14,20220114,CUS00710,5,EMP0098,InstaPay,Completed,232.5,110.0
ORD0001788,2022-01-14,20220114,CUS01619,13,EMP0191,  Vodafone Cash  ,Returned,1664.0,820.0
ORD0003798,2022-01-14,20220114,CUS02666,3,EMP0071,InstaPay,Completed,648.0,340.0
ORD0004876,2022-01-14,20220114,CUS00233,5,EMP0095,Cash,Completed,423.0,230.0
ORD0000031,2022-01-14,20220114,CUS01253,2,EMP0038,Debit Card,Completed,2388.0,1330.0
ORD0011499,2022-01-14,20220114,CUS02865,3,EMP0067,Credit Card,Completed,5760.0,4360.0
ORD0001845,2022-01-14,20220114,CUS00304,2,EMP0029,  Vodafone Cash  ,Completed,1090.0,570.0
ORD0003747,2022-01-14,20220114,CUS00044,8,EMP0141,Cash,Completed,785.5,480.0
ORD0007255,2022-01-14,20220114,CUS00697,14,EMP0194,Credit Card,Completed,1350.0,750.0
ORD0007778,2022-01-14,20220114,CUS01633,10,EMP0162,Credit Card,Completed,810.0,400.0
ORD0001031,2022-01-14,20220114,CUS02415,7,EMP0136,Credit Card,Completed,520.0,250.0
ORD0005514,2022-01-14,20220114,CUS02599,8,EMP0139,Credit Card,Completed,600.0,290.0
ORD0004704,2022-01-14,20220114,CUS01143,3,EMP0055,Vodafone Cash,Completed,898.0,460.0
ORD0008914,2022-01-14,20220114,CUS01806,13,EMP0191,Cash,Completed,1188.0,670.0
ORD0004878,2022-01-14,20220114,CUS02570,4,EMP0089,Debit Card,Completed,800.0,700.0
ORD0006349,2022-01-14,20220114,CUS01026,7,EMP0131,  InstaPay  ,Completed,6100.0,4900.0
ORD0009016,2022-01-14,20220114,CUS01602,7,EMP0135,Debit Card,Completed,16920.5,14990.0
ORD0005296,2022-01-14,20220114,CUS01222,11,EMP0164,Fawry,Completed,23141.0,21360.0
ORD0000240,2022-01-15,20220115,CUS02998,6,EMP0124,Vodafone Cash,Completed,1359.0,750.0
ORD0007873,2022-01-15,20220115,CUS02519,6,EMP0114,Fawry,Completed,1026.0,540.0
ORD0006634,2022-01-15,20220115,CUS02489,7,EMP0133,Debit Card,Completed,368.0,220.0
ORD0009229,2022-01-15,20220115,CUS00854,5,EMP0098,  InstaPay  ,Cancelled,460.0,220.0
ORD0000433,2022-01-15,20220115,CUS00318,10,EMP0158,Credit Card,Completed,290.0,140.0
ORD0006410,2022-01-15,20220115,CUS02734,5,EMP0112,InstaPay,Returned,453.0,260.0
ORD0010832,2022-01-15,20220115,CUS01781,1,EMP0018,Cash,Returned,600.0,400.0
ORD0004209,2022-01-15,20220115,CUS00947,3,EMP0073,Cash,Completed,874.5,460.0
ORD0004082,2022-01-15,20220115,CUS00157,10,,Fawry,Completed,16228.0,12620.0
ORD0001553,2022-01-15,20220115,CUS00613,2,EMP0036,Vodafone Cash,Completed,848.0,450.0
ORD0008154,2022-01-15,20220115,CUS01579,4,,Cash,Completed,8100.0,8400.0
ORD0006488,2022-01-16,20220116,CUS02975,2,EMP0035,Fawry,Returned,863.0,440.0
ORD0007041,2022-01-16,20220116,CUS00070,13,EMP0188,Debit Card,Completed,680.0,320.0
ORD0009929,2022-01-16,20220116,CUS01197,7,EMP0129,InstaPay,Completed,13193.0,10990.0
ORD0007123,2022-01-16,20220116,CUS02890,12,EMP0180,Fawry,Completed,1110.0,540.0
ORD0011684,2022-01-16,20220116,CUS01491,1,EMP0016,  Credit Card  ,Completed,760.5,390.0
ORD0000916,2022-01-16,20220116,CUS02870,4,EMP0083,  Fawry  ,Completed,799.5,410.0
ORD0000426,2022-01-16,20220116,CUS00031,6,EMP0119,Debit Card,Completed,27192.0,21440.0
ORD0001408,2022-01-16,20220116,CUS01979,2,EMP0030,Credit Card,Returned,243.0,120.0
ORD0009835,2022-01-16,20220116,CUS00961,3,EMP0055,Vodafone Cash,Completed,1398.0,680.0
ORD0000463,2022-01-16,20220116,CUS01353,7,EMP0131,InstaPay,Returned,570.0,270.0
ORD0002918,2022-01-16,20220116,CUS01827,7,EMP0132,Cash,Completed,940.5,520.0
ORD0002403,2022-01-16,20220116,CUS02314,14,EMP0197,Debit Card,Completed,754.0,370.0
ORD0009244,2022-01-16,20220116,CUS02809,13,EMP0185,Debit Card,Completed,867.0,450.0
ORD0005561,2022-01-16,20220116,CUS00997,2,EMP0050,InstaPay,Completed,10970.0,10460.0
ORD0001308,2022-01-16,20220116,CUS00464,7,EMP0133,Debit Card,Completed,315.0,170.0
ORD0011175,2022-01-17,20220117,CUS01323,14,EMP0203,Vodafone Cash,Completed,3040.0,1480.0
ORD0011690,2022-01-17,20220117,CUS02577,3,EMP0072,Credit Card,Completed,78660.0,66300.0
ORD0009771,2022-01-17,20220117,CUS02810,9,EMP0147,Credit Card,Completed,2621.5,1400.0
ORD0011168,2022-01-18,20220118,CUS01210,12,EMP0179,InstaPay,Completed,61353.0,48550.0
ORD0004188,2022-01-18,20220118,CUS01760,3,EMP0069,InstaPay,Completed,279.0,150.0
ORD0007855,2022-01-18,20220118,CUS02466,3,EMP0058,InstaPay,Completed,38120.0,30380.0
ORD0006348,2022-01-18,20220118,CUS00414,12,EMP0184,Cash,Completed,580.0,290.0
ORD0005750,2022-01-18,20220118,CUS01177,1,EMP0010,Cash,Cancelled,8075.0,6500.0
ORD0000083,2022-01-18,20220118,CUS00802,2,EMP0031,Debit Card,Completed,1312.0,800.0
ORD0010078,2022-01-18,20220118,CUS01883,7,EMP0131,InstaPay,Completed,1687.0,940.0
ORD0008991,2022-01-18,20220118,CUS01934,1,EMP0012,  InstaPay  ,Completed,344.0,210.0
ORD0000458,2022-01-18,20220118,CUS00328,8,EMP0137,InstaPay,Completed,7095.0,5040.0
ORD0005740,2022-01-18,20220118,CUS01419,6,EMP0115,Cash,Completed,832.0,500.0
ORD0003999,2022-01-18,20220118,CUS01629,3,EMP0069,Vodafone Cash,Completed,892.5,510.0
ORD0007461,2022-01-19,20220119,CUS00894,5,EMP0104,Vodafone Cash,Completed,1846.0,1000.0
ORD0010279,2022-01-19,20220119,CUS00310,4,EMP0083,Cash,Completed,1950.0,940.0
ORD0009996,2022-01-19,20220119,CUS02220,14,EMP0195,  Cash  ,Completed,1816.0,900.0
ORD0003921,2022-01-19,20220119,CUS01473,14,EMP0200,Credit Card,Completed,320.0,160.0
ORD0004512,2022-01-19,20220119,CUS01054,15,EMP0208,  Credit Card  ,Completed,422.0,220.0
ORD0001927,2022-01-19,20220119,CUS02088,4,EMP0094,Vodafone Cash,Completed,1080.0,580.0
ORD0008225,2022-01-19,20220119,CUS01981,4,EMP0079,InstaPay,Completed,54260.0,47900.0
ORD0007916,2022-01-19,20220119,CUS00760,1,EMP0024,  Vodafone Cash  ,Completed,300.0,150.0
ORD0001714,2022-01-19,20220119,CUS01519,10,EMP0161,Cash,Completed,1850.0,900.0
ORD0001339,2022-01-19,20220119,CUS02175,3,EMP0056,Cash,Completed,990.0,480.0
ORD0006158,2022-01-19,20220119,CUS01770,6,EMP0118,Fawry,Completed,12738.0,12400.0
ORD0000979,2022-01-19,20220119,CUS00267,1,EMP0023,Debit Card,Completed,168.0,120.0
ORD0005192,2022-01-19,20220119,CUS02509,4,,Credit Card,Completed,13000.0,10840.0
ORD0007059,2022-01-20,20220120,CUS00259,5,EMP0107,Debit Card,Returned,1327.0,640.0
ORD0005207,2022-01-20,20220120,CUS01281,1,EMP0002,  Vodafone Cash  ,Returned,895.0,440.0
ORD0004000,2022-01-20,20220120,CUS01272,6,EMP0115,  Cash  ,Completed,884.0,530.0
ORD0008265,2022-01-20,20220120,CUS02348,9,EMP0149,InstaPay,Returned,476.0,280.0
ORD0007993,2022-01-20,20220120,CUS02370,12,EMP0180,Vodafone Cash,Completed,3195.5,1570.0
ORD0001895,2022-01-20,20220120,CUS00391,4,EMP0089,Vodafone Cash,Completed,1064.0,560.0
ORD0006541,2022-01-20,20220120,CUS02840,2,EMP0052,  Fawry  ,Completed,21280.0,17800.0
ORD0003900,2022-01-20,20220120,CUS01997,4,EMP0093,  InstaPay  ,Returned,880.0,460.0
ORD0007887,2022-01-20,20220120,CUS00479,1,EMP0011,  Credit Card  ,Returned,8800.0,8700.0
ORD0009531,2022-01-21,20220121,CUS00958,2,EMP0034,Fawry,Completed,2452.0,1210.0
ORD0010884,2022-01-21,20220121,CUS02026,1,EMP0024,InstaPay,Completed,330.0,170.0
ORD0006876,2022-01-21,20220121,CUS00664,1,EMP0006,Credit Card,Completed,1180.0,570.0
ORD0000236,2022-01-21,20220121,CUS00216,2,EMP0050,Fawry,Completed,500.0,250.0
ORD0003864,2022-01-21,20220121,CUS00116,1,EMP0021,Fawry,Completed,330.0,160.0
ORD0011154,2022-01-21,20220121,CUS00973,2,EMP0034,InstaPay,Completed,221.0,120.0
ORD0005778,2022-01-21,20220121,CUS01933,2,EMP0034,Fawry,Returned,2888.0,1480.0
ORD0004268,2022-01-21,20220121,CUS01457,4,EMP0094,Cash,Completed,944.0,500.0
ORD0007996,2022-01-21,20220121,CUS02172,3,EMP0061,InstaPay,Completed,11919.0,10510.0
ORD0009603,2022-01-21,20220121,CUS00489,4,EMP0079,InstaPay,Completed,681.0,360.0
ORD0005424,2022-01-22,20220122,CUS00264,1,EMP0024,InstaPay,Completed,427.5,270.0
ORD0002160,2022-01-22,20220122,CUS02290,2,,Cash,Completed,11804.0,9720.0
ORD0006872,2022-01-22,20220122,CUS02104,5,EMP0103,Credit Card,Completed,112.0,70.0
ORD0009626,2022-01-22,20220122,CUS02575,2,EMP0033,Vodafone Cash,Completed,650.0,330.0
ORD0000609,2022-01-22,20220122,CUS02196,13,EMP0192,  Credit Card  ,Completed,7200.0,6400.0
ORD0005473,2022-01-22,20220122,CUS02508,4,EMP0093,Fawry,Completed,997.5,520.0
ORD0008765,2022-01-22,20220122,CUS00188,4,EMP0088,Cash,Completed,780.0,380.0
ORD0005027,2022-01-22,20220122,CUS02903,11,EMP0170,Cash,Completed,844.5,430.0
ORD0010998,2022-01-22,20220122,CUS01108,5,EMP0111,Debit Card,Completed,1080.0,540.0
ORD0010510,2022-01-22,20220122,CUS01252,6,,Fawry,Completed,540.0,260.0
ORD0002725,2022-01-22,20220122,CUS01689,1,EMP0004,InstaPay,Cancelled,11880.0,10600.0
ORD0007052,2022-01-22,20220122,CUS02446,4,EMP0085,InstaPay,Completed,320.0,140.0
ORD0003991,2022-01-22,20220122,CUS00706,14,EMP0197,Fawry,Completed,204.0,120.0
ORD0004099,2022-01-22,20220122,CUS01499,2,EMP0042,Fawry,Completed,26854.0,21260.0
ORD0007603,2022-01-22,20220122,CUS01175,7,EMP0134,Cash,Completed,560.0,280.0
ORD0003957,2022-01-22,20220122,CUS00423,5,EMP0100,  Debit Card  ,Completed,522.0,280.0
ORD0001342,2022-01-23,20220123,CUS02921,1,EMP0006,Cash,Completed,918.0,500.0
ORD0010994,2022-01-23,20220123,CUS01119,3,,  Vodafone Cash  ,Completed,577.0,290.0
ORD0003356,2022-01-23,20220123,CUS02215,14,EMP0198,Cash,Completed,5144.0,3480.0
ORD0001524,2022-01-23,20220123,CUS00029,6,EMP0124,  Fawry  ,Returned,1230.0,570.0
ORD0007893,2022-01-23,20220123,CUS02530,11,EMP0165,Credit Card,Cancelled,660.0,320.0
ORD0010161,2022-01-23,20220123,CUS02653,5,EMP0112,Credit Card,Completed,2072.5,1020.0
ORD0000680,2022-01-23,20220123,CUS00447,4,EMP0083,Debit Card,Completed,1583.0,850.0
ORD0007214,2022-01-23,20220123,CUS00921,6,EMP0115,InstaPay,Cancelled,520.0,240.0
ORD0005876,2022-01-23,20220123,CUS00560,1,EMP0013,Vodafone Cash,Completed,130.0,60.0
ORD0003425,2022-01-23,20220123,CUS02806,4,EMP0080,Fawry,Completed,2080.0,1070.0
ORD0002984,2022-01-23,20220123,CUS01848,1,EMP0013,  Debit Card  ,Completed,152.0,70.0
ORD0009819,2022-01-23,20220123,CUS01630,4,EMP0083,  Fawry  ,Completed,1066.0,570.0
ORD0006563,2022-01-23,20220123,CUS00889,8,EMP0142,Debit Card,Completed,4918.5,3630.0
ORD0011087,2022-01-23,20220123,CUS02869,10,EMP0161,Vodafone Cash,Completed,765.0,420.0
ORD0000268,2022-01-24,20220124,CUS00213,6,EMP0113,Cash,Completed,1905.0,950.0
ORD0005101,2022-01-24,20220124,CUS01859,11,EMP0164,Cash,Completed,21960.0,19600.0
ORD0000537,2022-01-24,20220124,CUS01079,2,EMP0036,  Cash  ,Completed,90.0,40.0
ORD0009927,2022-01-24,20220124,CUS01963,4,EMP0094,Credit Card,Completed,12917.0,11100.0
ORD0011996,2022-01-25,20220125,CUS00890,7,EMP0136,InstaPay,Completed,12832.0,10960.0
ORD0006088,2022-01-25,20220125,CUS01508,15,EMP0205,Fawry,Completed,1013.0,470.0
ORD0000783,2022-01-25,20220125,CUS02584,1,EMP0025,  Credit Card  ,Completed,1410.0,760.0
ORD0005265,2022-01-25,20220125,CUS00645,11,EMP0164,  Cash  ,Completed,13322.0,12300.0
ORD0009441,2022-01-25,20220125,CUS00685,11,EMP0168,Credit Card,Completed,486.0,260.0
ORD0008239,2022-01-25,20220125,CUS02915,4,EMP0081,  Vodafone Cash  ,Completed,35406.0,35470.0
ORD0007235,2022-01-25,20220125,CUS00291,11,EMP0169,  Vodafone Cash  ,Completed,1275.0,1200.0
ORD0011224,2022-01-25,20220125,CUS01284,5,EMP0105,  Vodafone Cash  ,Completed,1446.0,700.0
ORD0008064,2022-01-25,20220125,CUS01332,11,EMP0166,Fawry,Completed,684.0,360.0
ORD0009757,2022-01-25,20220125,CUS02305,3,EMP0062,Vodafone Cash,Completed,60865.5,51040.0
ORD0007315,2022-01-25,20220125,CUS00155,8,EMP0141,  Vodafone Cash  ,Returned,321.0,150.0
