order_id,order_date,date_id,customer_id,store_id,employee_id,payment_method,order_status,total_revenue,total_cost
ORD0010559,2024-01-05,20240105,CUS00992,1,EMP0021,Cash,Completed,664.5,340.0
ORD0007955,2024-01-05,20240105,CUS02570,12,EMP0184,Vodafone Cash,Completed,127.5,70.0
ORD0003169,2024-01-05,20240105,CUS02904,1,EMP0011,Vodafone Cash,Completed,209.0,100.0
ORD0008847,2024-01-05,20240105,CUS02664,13,EMP0185,Vodafone Cash,Completed,730.0,360.0
ORD0010373,2024-01-06,20240106,CUS02885,1,EMP0024,  Fawry  ,Completed,3320.0,1640.0
ORD0010586,2024-01-06,20240106,CUS01200,1,EMP0017,InstaPay,Completed,1231.0,620.0
ORD0008394,2024-01-06,20240106,CUS00843,6,EMP0126,  Debit Card  ,Returned,2281.0,1140.0
ORD0008844,2024-01-06,20240106,CUS02725,7,EMP0132,Vodafone Cash,Completed,72.0,40.0
ORD0010980,2024-01-06,20240106,CUS00835,2,EMP0047,Vodafone Cash,Completed,2090.0,1020.0
ORD0010684,2024-01-06,20240106,CUS00052,5,EMP0099,Credit Card,Returned,669.0,330.0
ORD0006508,2024-01-06,20240106,CUS01037,6,EMP0113,Credit Card,Completed,1928.0,1370.0
ORD0003517,2024-01-06,20240106,CUS00415,12,EMP0178,Fawry,Completed,5363.0,5050.0
ORD0010303,2024-01-06,20240106,CUS00163,5,EMP0103,Debit Card,Completed,1320.0,810.0
ORD0008132,2024-01-06,20240106,CUS00324,3,EMP0060,Fawry,Completed,852.5,480.0
ORD0008750,2024-01-06,20240106,CUS02035,1,EMP0001,Vodafone Cash,Completed,666.0,330.0
ORD0008348,2024-01-06,20240106,CUS00488,2,EMP0035,Fawry,Returned,171.0,90.0
ORD0001329,2024-01-06,20240106,CUS02135,1,EMP0011,Cash,Completed,7150.0,5670.0
ORD0010145,2024-01-06,20240106,CUS01703,1,EMP0022,  Vodafone Cash  ,Completed,1201.0,600.0
ORD0008351,2024-01-06,20240106,CUS01916,4,EMP0079,Vodafone Cash,Completed,80.0,40.0
ORD0008402,2024-01-07,20240107,CUS02493,4,EMP0088,Debit Card,Returned,749.0,350.0
ORD0008443,2024-01-07,20240107,CUS02434,2,EMP0045,Credit Card,Completed,4880.0,4900.0
ORD0005625,2024-01-07,20240107,CUS01160,1,EMP0028,  Fawry  ,Completed,360.0,200.0
ORD0005899,2024-01-07,20240107,CUS00081,1,EMP0016,  InstaPay  ,Completed,300.0,140.0
ORD0007062,2024-01-07,20240107,CUS02642,1,EMP0023,Debit Card,Completed,1234.0,610.0
ORD0009236,2024-01-07,20240107,CUS01095,14,EMP0195,  Vodafone Cash  ,Completed,152.0,80.0
ORD0006074,2024-01-07,20240107,CUS00070,5,EMP0095,Vodafone Cash,Completed,3912.0,2020.0
ORD0008099,2024-01-07,20240107,CUS00574,9,EMP0146,Credit Card,Returned,963.0,520.0
ORD0000213,2024-01-07,20240107,CUS02850,2,EMP0032,Cash,Completed,3162.0,1590.0
ORD0007870,2024-01-07,20240107,CUS01576,3,EMP0062,Debit Card,Completed,432.0,220.0
ORD0000710,2024-01-07,20240107,CUS00182,14,EMP0202,InstaPay,Completed,800.0,400.0
ORD0006788,2024-01-08,20240108,CUS02021,2,EMP0046,InstaPay,Completed,760.0,390.0
ORD0000008,2024-01-08,20240108,CUS00599,1,EMP0020,  Vodafone Cash  ,Completed,1710.0,910.0
ORD0010508,2024-01-08,20240108,CUS00571,11,EMP0168,Vodafone Cash,Returned,1025.0,650.0
ORD0008974,2024-01-08,20240108,CUS02940,6,EMP0119,Fawry,Completed,289.0,160.0
ORD0003951,2024-01-08,20240108,CUS00846,10,,Debit Card,Completed,878.5,490.0
ORD0009662,2024-01-08,20240108,CUS01378,6,EMP0124,Vodafone Cash,Completed,1701.0,910.0
ORD0001546,2024-01-08,20240108,CUS01653,11,EMP0171,Fawry,Returned,578.0,310.0
ORD0005172,2024-01-08,20240108,CUS00677,11,EMP0167,Fawry,Completed,10608.5,8210.0
ORD0002929,2024-01-09,20240109,CUS01155,6,EMP0118,  Debit Card  ,Completed,600.0,280.0
ORD0005759,2024-01-09,20240109,CUS00138,2,EMP0046,Credit Card,Completed,1080.0,540.0
ORD0009366,2024-01-09,20240109,CUS02643,2,EMP0034,Debit Card,Completed,872.0,480.0
ORD0008140,2024-01-09,20240109,CUS00331,15,EMP0205,InstaPay,Returned,2310.0,1210.0
ORD0010272,2024-01-09,20240109,CUS02772,3,EMP0077,Credit Card,Completed,1131.0,600.0
ORD0004806,2024-01-09,20240109,CUS00634,1,EMP0011,Cash,Returned,437.0,220.0
ORD0003986,2024-01-09,20240109,CUS01621,3,EMP0064,Cash,Completed,776.0,390.0
ORD0008427,2024-01-09,20240109,CUS02908,1,EMP0008,Cash,Completed,30777.5,24540.0
ORD0001177,2024-01-09,20240109,CUS01745,6,EMP0125,Credit Card,Completed,238.0,140.0
ORD0008199,2024-01-09,20240109,CUS02514,5,EMP0112,Fawry,Completed,320.0,150.0
ORD0005852,2024-01-09,20240109,CUS01449,4,EMP0084,InstaPay,Completed,10347.5,8260.0
ORD0010482,2024-01-09,20240109,CUS01609,1,EMP0010,Cash,Completed,496.0,270.0
ORD0010768,2024-01-09,20240109,CUS01663,6,EMP0114,Debit Card,Completed,1791.0,1060.0
ORD0004901,2024-01-09,20240109,CUS00013,6,EMP0118,Cash,Completed,324.0,180.0
ORD0007428,2024-01-09,20240109,CUS00054,11,EMP0173,Vodafone Cash,Completed,210.0,140.0
ORD0003719,2024-01-10,20240110,CUS02836,2,EMP0040,Vodafone Cash,Completed,456.0,220.0
ORD0011830,2024-01-10,20240110,CUS02452,11,EMP0170,InstaPay,Returned,1962.0,1000.0
ORD0010332,2024-01-10,20240110,CUS02475,3,EMP0063,Debit Card,Completed,540.0,300.0
ORD0008185,2024-01-10,20240110,CUS00002,7,EMP0132,Cash,Completed,190.0,90.0
ORD0004222,2024-01-10,20240110,CUS02120,2,EMP0031,Cash,Completed,180.5,90.0
ORD0003545,2024-01-10,20240110,CUS01428,5,EMP0098,Fawry,Completed,817.0,460.0
ORD0001813,2024-01-10,20240110,CUS00631,1,EMP0020,  Debit Card  ,Cancelled,54087.0,42690.0
ORD0007749,2024-01-10,20240110,CUS00936,4,EMP0080,Debit Card,Completed,152.0,70.0
ORD0004058,2024-01-10,20240110,CUS02194,2,,Vodafone Cash,Cancelled,1056.0,500.0
ORD0007631,2024-01-10,20240110,CUS01059,6,EMP0121,InstaPay,Completed,12849.0,13160.0
ORD0000595,2024-01-11,20240111,CUS02946,5,EMP0098,Credit Card,Returned,816.0,500.0
ORD0001754,2024-01-11,20240111,CUS02697,5,EMP0098,  InstaPay  ,Completed,270.0,120.0
ORD0007578,2024-01-11,20240111,CUS02561,13,EMP0190,Fawry,Completed,370.5,180.0
ORD0001310,2024-01-11,20240111,CUS01366,10,EMP0155,Debit Card,Completed,2110.0,1060.0
ORD0011624,2024-01-11,20240111,CUS00549,12,EMP0174,  Credit Card  ,Completed,1062.0,580.0
ORD0007742,2024-01-11,20240111,CUS00048,10,EMP0157,Fawry,Completed,1168.5,700.0
ORD0011665,2024-01-11,20240111,CUS00588,1,EMP0007,  Vodafone Cash  ,Completed,160.0,70.0
ORD0008395,2024-01-11,20240111,CUS00988,10,EMP0161,  Vodafone Cash  ,Completed,580.0,280.0
ORD0007430,2024-01-11,20240111,CUS01221,11,EMP0165,Cash,Completed,690.0,320.0
ORD0002293,2024-01-11,20240111,CUS00398,1,EMP0001,Vodafone Cash,Completed,23940.0,21280.0
ORD0011102,2024-01-12,20240112,CUS02086,9,EMP0149,Cash,Completed,2675.0,1280.0
ORD0011210,2024-01-12,20240112,CUS01060,1,EMP0004,  Fawry  ,Completed,162.0,80.0
ORD0006642,2024-01-12,20240112,CUS02150,5,EMP0097,Cash,Completed,537.0,310.0
ORD0002753,2024-01-12,20240112,CUS00240,1,EMP0012,Cash,Completed,36320.0,31820.0
ORD0001554,2024-01-12,20240112,CUS00567,12,EMP0177,Debit Card,Completed,1140.0,560.0
ORD0009258,2024-01-12,20240112,CUS00284,6,EMP0119,Cash,Completed,468.0,260.0
ORD0007309,2024-01-12,20240112,CUS00006,13,EMP0189,Credit Card,Completed,360.0,240.0
ORD0006448,2024-01-13,20240113,CUS02869,9,EMP0146,Fawry,Completed,2762.0,1380.0
ORD0009162,2024-01-13,20240113,CUS00030,7,EMP0135,Vodafone Cash,Completed,718.0,380.0
ORD0001383,2024-01-13,20240113,CUS02544,6,EMP0125,Cash,Completed,719.0,440.0
ORD0001739,2024-01-13,20240113,CUS02886,3,EMP0072,Vodafone Cash,Completed,522.0,280.0
ORD0011752,2024-01-13,20240113,CUS00953,2,EMP0047,Cash,Completed,960.0,500.0
ORD0000793,2024-01-13,20240113,CUS02267,6,EMP0122,InstaPay,Completed,280.0,140.0
ORD0006291,2024-01-13,20240113,CUS02071,5,EMP0099,Debit Card,Completed,1352.0,730.0
ORD0002740,2024-01-13,20240113,CUS00538,4,EMP0083,Debit Card,Completed,500.0,250.0
ORD0007279,2024-01-13,20240113,CUS02185,3,EMP0069,  Credit Card  ,Cancelled,377.5,220.0
ORD0009772,2024-01-13,20240113,CUS01994,6,EMP0115,Credit Card,Completed,707.0,350.0
ORD0001286,2024-01-14,20240114,CUS02823,6,EMP0120,Cash,Completed,940.5,480.0
ORD0006798,2024-01-14,20240114,CUS02446,7,EMP0135,Debit Card,Completed,1560.0,830.0
ORD0005639,2024-01-14,20240114,CUS02187,6,EMP0126,Vodafone Cash,Completed,2112.0,1080.0
ORD0006060,2024-01-14,20240114,CUS01977,2,EMP0036,InstaPay,Completed,2000.0,1050.0
ORD0007202,2024-01-14,20240114,CUS00166,2,EMP0054,Vodafone Cash,Returned,1043.0,530.0
ORD0010124,2024-01-14,20240114,CUS00796,5,EMP0105,Vodafone Cash,Completed,230.0,110.0
ORD0010608,2024-01-14,20240114,CUS00874,8,EMP0142,  Fawry  ,Completed,1056.0,490.0
ORD0000141,2024-01-14,20240114,CUS01474,3,EMP0066,Vodafone Cash,Completed,2147.0,1620.0
ORD0003263,2024-01-14,20240114,CUS01842,2,EMP0054,Debit Card,Cancelled,350.0,170.0
ORD0008312,2024-01-14,20240114,CUS01831,5,EMP0106,Cash,Completed,815.5,430.0
ORD0003461,2024-01-14,20240114,CUS02190,2,EMP0033,  Cash  ,Completed,6980.0,5280.0
ORD0010661,2024-01-14,20240114,CUS02024,10,EMP0156,Vodafone Cash,Completed,49313.0,48620.0
ORD0008141,2024-01-14,20240114,CUS00019,10,EMP0159,Vodafone Cash,Cancelled,1963.0,940.0
ORD0005451,2024-01-14,20240114,CUS00183,8,EMP0143,Fawry,Completed,1968.0,1080.0
ORD0002913,2024-01-14,20240114,CUS02274,8,EMP0138,Debit Card,Completed,171.0,90.0
ORD0009849,2024-01-15,20240115,CUS02634,1,EMP0008,Vodafone Cash,Completed,11880.0,10500.0
ORD0007833,2024-01-15,20240115,CUS00615,3,EMP0059,Credit Card,Completed,6136.0,4560.0
ORD0003955,2024-01-15,20240115,CUS02842,11,EMP0171,Cash,Completed,16390.0,12370.0
ORD0002082,2024-01-15,20240115,CUS00692,1,EMP0003,Credit Card,Completed,234.0,130.0
ORD0006514,2024-01-15,20240115,CUS00112,8,EMP0142,  Vodafone Cash  ,Completed,14064.0,11010.0
ORD0001420,2024-01-15,20240115,CUS01353,2,EMP0032,Debit Card,Completed,9440.0,9400.0
ORD0000075,2024-01-15,20240115,CUS00806,6,EMP0126,InstaPay,Completed,140.0,70.0
ORD0008813,2024-01-15,20240115,CUS02049,2,EMP0040,  Cash  ,Completed,135.0,70.0
ORD0007357,2024-01-15,20240115,CUS02322,10,EMP0161,  InstaPay  ,Completed,171.0,80.0
ORD0005231,2024-01-15,20240115,CUS01805,2,EMP0030,Debit Card,Completed,1840.0,1280.0
ORD0009181,2024-01-15,20240115,CUS02579,3,EMP0068,  Vodafone Cash  ,Cancelled,1962.0,1250.0
ORD0011141,2024-01-15,20240115,CUS02742,3,EMP0070,InstaPay,Completed,484.5,240.0
ORD0002407,2024-01-15,20240115,CUS00937,14,EMP0194,Vodafone Cash,Completed,1216.0,600.0
ORD0005797,2024-01-15,20240115,CUS02238,1,EMP0007,Fawry,Completed,17519.5,13640.0
ORD0011831,2024-01-15,20240115,CUS02339,4,EMP0081,Debit Card,Completed,100.0,40.0
ORD0001829,2024-01-15,20240115,CUS02888,3,EMP0059,Vodafone Cash,Completed,2158.0,1100.0
ORD0009747,2024-01-16,20240116,CUS02179,1,EMP0006,Vodafone Cash,Completed,450.0,300.0
ORD0008338,2024-01-16,20240116,CUS01651,2,EMP0034,Cash,Completed,1140.0,600.0
ORD0010188,2024-01-16,20240116,CUS00093,14,EMP0197,  Cash  ,Completed,4239.0,3560.0
ORD0001510,2024-01-16,20240116,CUS02347,14,EMP0201,Fawry,Completed,1698.0,1110.0
ORD0007836,2024-01-16,20240116,CUS01098,14,EMP0202,Debit Card,Completed,991.5,520.0
ORD0004979,2024-01-16,20240116,CUS02468,9,EMP0151,Vodafone Cash,Completed,230.0,110.0
ORD0001006,2024-01-16,20240116,CUS00502,3,EMP0067,Credit Card,Completed,450.0,210.0
ORD0007312,2024-01-16,20240116,CUS00565,3,EMP0072,  Debit Card  ,Completed,807.0,430.0
ORD0000957,2024-01-16,20240116,CUS01105,13,EMP0186,  Cash  ,Returned,432.0,210.0
ORD0000943,2024-01-16,20240116,CUS02799,1,EMP0025,Debit Card,Completed,332.5,160.0
ORD0005223,2024-01-16,20240116,CUS00287,1,EMP0012,  Vodafone Cash  ,Returned,592.0,360.0
ORD0008198,2024-01-17,20240117,CUS01940,3,EMP0067,InstaPay,Completed,843.0,410.0
ORD0002248,2024-01-17,20240117,CUS02878,12,EMP0174,  Cash  ,Completed,537.5,270.0
ORD0008723,2024-01-17,20240117,CUS02392,5,EMP0099,Cash,Completed,425.0,240.0
ORD0004194,2024-01-17,20240117,CUS01510,2,EMP0048,Cash,Returned,21288.0,21750.0
ORD0011402,2024-01-17,20240117,CUS01629,4,EMP0090,Debit Card,Completed,10100.0,8100.0
ORD0003486,2024-01-17,20240117,CUS00710,5,EMP0112,Debit Card,Completed,1400.0,640.0
ORD0010919,2024-01-17,20240117,CUS02544,13,EMP0185,  Credit Card  ,Completed,1007.0,530.0
ORD0002496,2024-01-17,20240117,CUS01693,3,EMP0060,Fawry,Completed,41980.0,39450.0
ORD0003393,2024-01-17,20240117,CUS01567,10,,  InstaPay  ,Completed,1885.0,1050.0
ORD0002500,2024-01-17,20240117,CUS02075,7,EMP0133,Credit Card,Completed,12200.0,9800.0
ORD0000364,2024-01-17,20240117,CUS02981,2,EMP0035,InstaPay,Completed,655.0,350.0
ORD0011872,2024-01-17,20240117,CUS00171,4,EMP0092,  InstaPay  ,Cancelled,430.0,210.0
ORD0008233,2024-01-17,20240117,CUS00423,1,EMP0005,Cash,Completed,207.0,110.0
ORD0004902,2024-01-17,20240117,CUS02063,2,EMP0033,  Cash  ,Completed,210.0,100.0
ORD0004118,2024-01-17,20240117,CUS00370,1,EMP0024,  Credit Card  ,Completed,1037.0,520.0
ORD0000934,2024-01-17,20240117,CUS02784,2,EMP0044,Fawry,Completed,27900.0,29800.0
ORD0004458,2024-01-18,20240118,CUS02638,4,EMP0092,Credit Card,Completed,931.0,480.0
ORD0009818,2024-01-18,20240118,CUS00603,14,EMP0202,Debit Card,Completed,799.0,470.0
ORD0005855,2024-01-18,20240118,CUS02181,5,EMP0107,Cash,Completed,22368.0,18440.0
ORD0006496,2024-01-18,20240118,CUS00683,4,EMP0084,Credit Card,Completed,297.0,160.0
ORD0002888,2024-01-18,20240118,CUS01021,13,EMP0188,Credit Card,Completed,10640.0,9000.0
ORD0009901,2024-01-18,20240118,CUS00371,12,EMP0184,Cash,Completed,772.0,370.0
ORD0005127,2024-01-18,20240118,CUS00526,1,EMP0006,Debit Card,Completed,3070.0,1580.0
ORD0007444,2024-01-18,20240118,CUS00487,15,EMP0205,  Debit Card  ,Completed,714.0,400.0
ORD0010450,2024-01-18,20240118,CUS02987,2,EMP0045,  Fawry  ,Completed,980.0,500.0
ORD0008655,2024-01-18,20240118,CUS01155,12,EMP0182,Fawry,Completed,27010.0,26520.0
ORD0003042,2024-01-19,20240119,CUS02772,1,EMP0019,Fawry,Completed,607.5,390.0
ORD0002832,2024-01-19,20240119,CUS00370,4,EMP0084,InstaPay,Returned,1581.0,900.0
ORD0011700,2024-01-19,20240119,CUS00004,7,EMP0133,InstaPay,Completed,15832.5,12820.0
ORD0002784,2024-01-19,20240119,CUS01152,1,EMP0025,Debit Card,Returned,140.0,70.0
ORD0009592,2024-01-19,20240119,CUS02666,7,EMP0129,  Credit Card  ,Returned,2131.0,1170.0
ORD0002176,2024-01-19,20240119,CUS02914,11,EMP0172,Fawry,Completed,3409.5,1970.0
ORD0011255,2024-01-19,20240119,CUS00238,11,EMP0168,InstaPay,Completed,456.0,240.0
ORD0002775,2024-01-19,20240119,CUS01589,1,EMP0018,Vodafone Cash,Completed,854.0,440.0
ORD0004239,2024-01-19,20240119,CUS01018,7,EMP0128,  Vodafone Cash  ,Completed,297.5,170.0
ORD0010693,2024-01-19,20240119,CUS00139,10,,  Credit Card  ,Returned,368.5,200.0
ORD0006896,2024-01-19,20240119,CUS01277,1,EMP0018,Cash,Cancelled,13200.0,10500.0
ORD0007190,2024-01-19,20240119,CUS02717,1,EMP0027,Debit Card,Completed,855.0,440.0
ORD0011399,2024-01-19,20240119,CUS00729,10,EMP0152,Vodafone Cash,Completed,1890.0,910.0
ORD0008808,2024-01-19,20240119,CUS02977,1,EMP0001,Fawry,Completed,225.0,100.0
ORD0002245,2024-01-19,20240119,CUS01246,9,EMP0147,Credit Card,Returned,1876.0,1030.0
ORD0006273,2024-01-20,20240120,CUS02925,7,EMP0135,InstaPay,Completed,970.5,490.0
ORD0006869,2024-01-20,20240120,CUS02719,13,EMP0188,Credit Card,Completed,220.0,110.0
ORD0008071,2024-01-20,20240120,CUS02309,3,EMP0078,Vodafone Cash,Completed,425.0,240.0
ORD0005788,2024-01-20,20240120,CUS00789,9,EMP0149,Fawry,Completed,450.0,240.0
ORD0004871,2024-01-21,20240121,CUS02558,11,EMP0169,Credit Card,Cancelled,171.0,90.0
ORD0011254,2024-01-21,20240121,CUS01662,11,EMP0166,InstaPay,Completed,184.0,110.0
ORD0000440,2024-01-21,20240121,CUS01598,13,EMP0189,Debit Card,Completed,351.5,180.0
ORD0005775,2024-01-21,20240121,CUS01523,14,EMP0198,Cash,Completed,29214.0,25040.0
ORD0009077,2024-01-21,20240121,CUS01853,2,EMP0035,InstaPay,Completed,14024.5,11070.0
ORD0005310,2024-01-21,20240121,CUS00679,5,EMP0106,Vodafone Cash,Completed,540.0,270.0
ORD0007676,2024-01-21,20240121,CUS02448,10,EMP0158,Fawry,Completed,511.5,260.0
ORD0002931,2024-01-21,20240121,CUS00499,1,EMP0019,  Vodafone Cash  ,Returned,1180.0,590.0
ORD0010581,2024-01-21,20240121,CUS02924,2,EMP0044,  Credit Card  ,Completed,480.0,240.0
ORD0009353,2024-01-21,20240121,CUS00493,2,EMP0042,Cash,Completed,1098.0,600.0
ORD0007435,2024-01-21,20240121,CUS00666,13,EMP0188,Fawry,Completed,16175.0,14770.0
ORD0001730,2024-01-21,20240121,CUS01798,2,,Fawry,Completed,573.0,300.0
ORD0006118,2024-01-21,20240121,CUS01093,15,EMP0209,Debit Card,Completed,3528.5,1900.0
ORD0009589,2024-01-22,20240122,CUS00090,14,EMP0203,InstaPay,Completed,765.0,420.0
ORD0001508,2024-01-22,20240122,CUS01216,1,,Fawry,Completed,1748.5,950.0
ORD0004827,2024-01-22,20240122,CUS02221,14,EMP0200,InstaPay,Completed,13515.0,12700.0
ORD0001160,2024-01-22,20240122,CUS01680,6,EMP0124,Cash,Cancelled,864.0,480.0
ORD0007009,2024-01-22,20240122,CUS01714,10,EMP0162,Vodafone Cash,Returned,1004.0,510.0
ORD0005348,2024-01-22,20240122,CUS02587,1,EMP0009,  Vodafone Cash  ,Completed,240.0,110.0
ORD0007173,2024-01-22,20240122,CUS02526,5,EMP0106,Debit Card,Completed,640.0,280.0
ORD0005662,2024-01-22,20240122,CUS01667,4,EMP0084,Debit Card,Completed,1461.0,720.0
ORD0006776,2024-01-22,20240122,CUS00705,4,EMP0087,InstaPay,Completed,2221.5,1200.0
ORD0004486,2024-01-23,20240123,CUS00440,8,EMP0144,Debit Card,Completed,3000.0,1540.0
ORD0005945,2024-01-23,20240123,CUS02104,3,EMP0063,Cash,Completed,1936.5,1030.0
ORD0005881,2024-01-23,20240123,CUS01308,6,EMP0124,InstaPay,Completed,863.0,430.0
ORD0008015,2024-01-23,20240123,CUS00014,12,EMP0181,Vodafone Cash,Completed,1569.0,830.0
ORD0004491,2024-01-23,20240123,CUS00594,1,EMP0004,Vodafone Cash,Completed,127.5,70.0
ORD0003754,2024-01-23,20240123,CUS02302,1,EMP0024,Credit Card,Completed,199.5,100.0
ORD0009075,2024-01-23,20240123,CUS01836,4,EMP0091,Debit Card,Completed,261.0,140.0
ORD0000233,2024-01-24,20240124,CUS00085,2,EMP0029,Fawry,Returned,616.0,400.0
ORD0001303,2024-01-24,20240124,CUS01979,10,EMP0162,  Credit Card  ,Completed,1857.0,1030.0
ORD0009867,2024-01-24,20240124,CUS01918,3,EMP0059,Debit Card,Completed,538.0,270.0
ORD0001662,2024-01-24,20240124,CUS02428,6,,Vodafone Cash,Completed,701.5,350.0
ORD0009108,2024-01-24,20240124,CUS01590,3,,InstaPay,Completed,832.0,420.0
