detail_id,order_id,product_id,quantity,unit_price,discount_pct,selling_price,unit_cost,line_total_revenue,line_total_cost
DTL0000136,ORD0000064,CLT0159,2,850,25,637.5,420,1275.0,840
DTL0000137,ORD0000065,CLT0066,1,310,10,279.0,150,279.0,150
DTL0000138,ORD0000066,ELC0316,1,13200,10,11880.0,10600,11880.0,10600
DTL0000139,ORD0000066,CLT0097,3,150,0,150.0,70,450.0,210
DTL0000140,ORD0000067,ELC0319,1,12200,5,11590.0,9800,11590.0,9800
DTL0000141,ORD0000067,CLT0228,1,300,0,300.0,140,300.0,140
DTL0000142,ORD0000068,CLT0252,1,190,0,190.0,90,190.0,90
DTL0000143,ORD0000069,CLT0115,2,210,25,157.5,100,315.0,200
DTL0000144,ORD0000070,CLT0262,1,260,15,221.0,130,221.0,130
DTL0000145,ORD0000071,CLT0103,2,140,0,140.0,70,280.0,140
DTL0000146,ORD0000071,CLT0288,1,470,0,470.0,230,470.0,230
DTL0000147,ORD0000072,CLT0033,1,230,10,207.0,110,207.0,110
DTL0000148,ORD0000073,ELC0328,4,2000,0,2000.0,1600,8000.0,6400
DTL0000149,ORD0000073,CLT0290,1,420,0,420.0,210,420.0,210
DTL0000150,ORD0000073,CLT0078,2,300,5,285.0,150,570.0,300
DTL0000151,ORD0000074,CLT0053,2,170,0,170.0,80,340.0,160
DTL0000152,ORD0000075,CLT0098,1,140,0,140.0,70,140.0,70
DTL0000153,ORD0000076,CLT0066,1,310,0,310.0,150,310.0,150
DTL0000154,ORD0000076,CLT0059,3,170,0,170.0,80,510.0,240
DTL0000155,ORD0000077,CLT0253,2,190,25,142.5,90,285.0,180
DTL0000156,ORD0000077,CLT0282,2,430,10,387.0,210,774.0,420
DTL0000157,ORD0000077,CLT0257,2,240,0,240.0,120,480.0,240
DTL0000158,ORD0000077,CLT0017,1,150,10,135.0,70,135.0,70
DTL0000159,ORD0000078,ELC0313,2,5000,0,5000.0,4000,10000.0,8000
DTL0000160,ORD0000079,CLT0127,1,340,10,306.0,170,306.0,170
DTL0000161,ORD0000079,CLT0091,1,270,0,270.0,130,270.0,130
DTL0000162,ORD0000080,CLT0111,1,140,10,126.0,70,126.0,70
DTL0000163,ORD0000080,CLT0169,1,450,10,405.0,220,405.0,220
DTL0000164,ORD0000080,CLT0220,2,540,10,486.0,270,972.0,540
DTL0000165,ORD0000080,CLT0146,1,490,25,367.5,240,367.5,240
DTL0000166,ORD0000081,CLT0201,2,260,10,234.0,130,468.0,260
DTL0000167,ORD0000081,CLT0292,2,430,25,322.5,210,645.0,420
DTL0000168,ORD0000082,CLT0089,1,280,10,252.0,140,252.0,140
DTL0000169,ORD0000083,CLT0168,2,460,20,368.0,220,736.0,440
DTL0000170,ORD0000083,CLT0267,3,240,20,192.0,120,576.0,360
DTL0000171,ORD0000084,CLT0304,1,140,5,133.0,60,133.0,60
DTL0000172,ORD0000084,ELC0310,1,6500,20,5200.0,5200,5200.0,5200
DTL0000173,ORD0000084,CLT0206,1,250,15,212.5,120,212.5,120
DTL0000174,ORD0000085,ELC0344,2,13200,0,13200.0,10500,26400.0,21000
DTL0000175,ORD0000086,CLT0207,2,240,0,240.0,110,480.0,220
DTL0000176,ORD0000086,CLT0187,1,590,0,590.0,290,590.0,290
DTL0000177,ORD0000087,CLT0074,1,300,5,285.0,140,285.0,140
DTL0000178,ORD0000087,CLT0237,2,370,10,333.0,180,666.0,360
DTL0000179,ORD0000088,CLT0267,1,240,0,240.0,120,240.0,120
DTL0000180,ORD0000089,CLT0177,2,630,25,472.5,310,945.0,620
DTL0000181,ORD0000090,CLT0056,1,160,10,144.0,80,144.0,80
DTL0000182,ORD0000090,CLT0283,3,440,10,396.0,220,1188.0,660
DTL0000183,ORD0000090,CLT0023,3,150,10,135.0,70,405.0,210
DTL0000184,ORD0000090,CLT0140,1,360,15,306.0,170,306.0,170
DTL0000185,ORD0000091,CLT0041,2,210,10,189.0,100,378.0,200
DTL0000186,ORD0000092,CLT0213,1,540,20,432.0,270,432.0,270
DTL0000187,ORD0000093,CLT0295,2,120,0,120.0,60,240.0,120
DTL0000188,ORD0000094,CLT0233,1,370,0,370.0,180,370.0,180
DTL0000189,ORD0000094,CLT0145,2,500,10,450.0,250,900.0,500
DTL0000190,ORD0000094,ELC0323,2,11200,20,8960.0,8900,17920.0,17800
DTL0000191,ORD0000094,CLT0142,1,490,0,490.0,240,490.0,240
DTL0000192,ORD0000094,CLT0071,2,300,5,285.0,140,570.0,280
DTL0000193,ORD0000095,CLT0053,1,170,15,144.5,80,144.5,80
DTL0000194,ORD0000095,CLT0085,2,270,5,256.5,130,513.0,260
DTL0000195,ORD0000096,CLT0223,2,100,0,100.0,40,200.0,80
DTL0000196,ORD0000097,CLT0070,3,280,20,224.0,140,672.0,420
DTL0000197,ORD0000097,ELC0344,1,13200,10,11880.0,10500,11880.0,10500
DTL0000198,ORD0000098,CLT0177,1,630,15,535.5,310,535.5,310
DTL0000199,ORD0000098,CLT0282,1,430,0,430.0,210,430.0,210
DTL0000200,ORD0000099,CLT0096,3,260,5,247.0,130,741.0,390
DTL0000201,ORD0000099,CLT0173,1,480,0,480.0,230,480.0,230
DTL0000202,ORD0000099,CLT0196,3,730,0,730.0,360,2190.0,1080
DTL0000203,ORD0000099,CLT0295,3,120,0,120.0,60,360.0,180
DTL0000204,ORD0000100,CLT0155,1,810,10,729.0,400,729.0,400
DTL0000205,ORD0000100,CLT0081,1,270,0,270.0,130,270.0,130
DTL0000206,ORD0000101,CLT0039,1,210,5,199.5,100,199.5,100
DTL0000207,ORD0000102,CLT0101,1,150,0,150.0,70,150.0,70
DTL0000208,ORD0000102,CLT0169,2,450,0,450.0,220,900.0,440
DTL0000209,ORD0000102,CLT0043,1,230,0,230.0,110,230.0,110
DTL0000210,ORD0000102,CLT0155,1,810,0,810.0,400,810.0,400
DTL0000211,ORD0000103,CLT0182,1,570,0,570.0,280,570.0,280
DTL0000212,ORD0000103,CLT0225,2,160,0,160.0,70,320.0,140
DTL0000213,ORD0000103,CLT0234,1,340,10,306.0,170,306.0,170
DTL0000214,ORD0000104,ELC0329,1,2500,0,2500.0,2000,2500.0,2000
DTL0000215,ORD0000105,CLT0205,1,240,5,228.0,110,228.0,110
DTL0000216,ORD0000106,CLT0178,1,610,25,457.5,300,457.5,300
DTL0000217,ORD0000107,CLT0096,2,260,25,195.0,130,390.0,260
DTL0000218,ORD0000107,CLT0208,1,240,5,228.0,110,228.0,110
DTL0000219,ORD0000107,CLT0134,1,330,25,247.5,160,247.5,160
DTL0000220,ORD0000108,CLT0198,2,240,0,240.0,110,480.0,220
DTL0000221,ORD0000108,CLT0306,2,130,10,117.0,60,234.0,120
DTL0000222,ORD0000108,CLT0264,1,240,0,240.0,120,240.0,120
DTL0000223,ORD0000108,CLT0210,2,510,10,459.0,250,918.0,500
DTL0000224,ORD0000109,CLT0248,2,210,5,199.5,100,399.0,200
DTL0000225,ORD0000109,CLT0062,1,170,10,153.0,80,153.0,80
DTL0000226,ORD0000110,CLT0213,2,540,15,459.0,270,918.0,540
DTL0000227,ORD0000111,CLT0081,4,270,5,256.5,130,1026.0,520
DTL0000228,ORD0000112,CLT0036,2,220,0,220.0,100,440.0,200
DTL0000229,ORD0000113,CLT0259,2,260,0,260.0,130,520.0,260
DTL0000230,ORD0000113,CLT0172,3,430,20,344.0,210,1032.0,630
DTL0000231,ORD0000113,CLT0023,1,150,10,135.0,70,135.0,70
DTL0000232,ORD0000113,CLT0217,4,580,10,522.0,290,2088.0,1160
DTL0000233,ORD0000114,ELC0333,3,1000,10,900.0,800,2700.0,2400
DTL0000234,ORD0000114,CLT0072,4,320,10,288.0,150,1152.0,600
DTL0000235,ORD0000114,CLT0120,3,190,10,171.0,90,513.0,270
DTL0000236,ORD0000115,CLT0105,1,160,10,144.0,70,144.0,70
DTL0000237,ORD0000116,CLT0124,2,190,10,171.0,90,342.0,180
DTL0000238,ORD0000116,ELC0321,1,10900,10,9810.0,8700,9810.0,8700
DTL0000239,ORD0000117,CLT0274,1,160,0,160.0,70,160.0,70
DTL0000240,ORD0000117,CLT0081,2,270,0,270.0,130,540.0,260
DTL0000241,ORD0000118,CLT0193,1,720,0,720.0,350,720.0,350
DTL0000242,ORD0000118,CLT0174,1,440,15,374.0,220,374.0,220
DTL0000243,ORD0000118,CLT0236,1,350,0,350.0,170,350.0,170
DTL0000244,ORD0000119,CLT0026,3,150,5,142.5,70,427.5,210
DTL0000245,ORD0000119,CLT0089,1,280,0,280.0,140,280.0,140
DTL0000246,ORD0000120,CLT0044,2,230,10,207.0,110,414.0,220
DTL0000247,ORD0000121,CLT0011,4,80,15,68.0,40,272.0,160
DTL0000248,ORD0000121,ELC0321,1,10900,25,8175.0,8700,8175.0,8700
DTL0000249,ORD0000121,CLT0173,1,480,0,480.0,230,480.0,230
DTL0000250,ORD0000121,CLT0001,1,90,20,72.0,40,72.0,40
DTL0000251,ORD0000122,ELC0333,2,1000,0,1000.0,800,2000.0,1600
DTL0000252,ORD0000122,CLT0136,2,340,0,340.0,160,680.0,320
DTL0000253,ORD0000123,CLT0270,2,150,30,105.0,70,210.0,140
DTL0000254,ORD0000124,CLT0164,1,800,5,760.0,400,760.0,400
DTL0000255,ORD0000124,CLT0248,3,210,0,210.0,100,630.0,300
DTL0000256,ORD0000124,ELC0341,3,5900,0,5900.0,4700,17700.0,14100
DTL0000257,ORD0000124,CLT0151,1,480,10,432.0,240,432.0,240
DTL0000258,ORD0000124,CLT0040,1,210,25,157.5,100,157.5,100
DTL0000259,ORD0000125,CLT0038,1,210,15,178.5,100,178.5,100
DTL0000260,ORD0000125,CLT0061,1,160,5,152.0,80,152.0,80
DTL0000261,ORD0000126,CLT0052,3,170,15,144.5,80,433.5,240
DTL0000262,ORD0000126,CLT0031,2,160,25,120.0,70,240.0,140
DTL0000263,ORD0000127,CLT0062,3,170,0,170.0,80,510.0,240
DTL0000264,ORD0000128,CLT0304,4,140,5,133.0,60,532.0,240
DTL0000265,ORD0000129,CLT0125,1,350,0,350.0,170,350.0,170
DTL0000266,ORD0000130,CLT0093,1,290,10,261.0,140,261.0,140
DTL0000267,ORD0000130,CLT0238,2,350,20,280.0,170,560.0,340
DTL0000268,ORD0000131,CLT0158,2,780,5,741.0,380,1482.0,760
DTL0000269,ORD0000131,CLT0256,1,210,25,157.5,100,157.5,100
DTL0000270,ORD0000132,CLT0265,1,260,0,260.0,130,260.0,130
DTL0000271,ORD0000133,CLT0048,1,230,0,230.0,110,230.0,110
DTL0000272,ORD0000133,CLT0155,1,810,5,769.5,400,769.5,400
DTL0000273,ORD0000133,CLT0120,2,190,0,190.0,90,380.0,180
DTL0000274,ORD0000133,CLT0011,2,80,10,72.0,40,144.0,80
DTL0000275,ORD0000134,CLT0116,1,190,0,190.0,90,190.0,90
DTL0000276,ORD0000134,CLT0127,1,340,0,340.0,170,340.0,170
DTL0000277,ORD0000134,CLT0142,2,490,0,490.0,240,980.0,480
DTL0000278,ORD0000135,CLT0055,1,170,10,153.0,80,153.0,80
DTL0000279,ORD0000136,ELC0329,4,2500,25,1875.0,2000,7500.0,8000
DTL0000280,ORD0000137,CLT0294,2,120,0,120.0,60,240.0,120
DTL0000281,ORD0000137,CLT0202,1,240,20,192.0,120,192.0,120
DTL0000282,ORD0000138,CLT0114,2,190,5,180.5,90,361.0,180
DTL0000283,ORD0000139,ELC0339,4,800,10,720.0,700,2880.0,2800
DTL0000284,ORD0000140,CLT0200,1,250,15,212.5,120,212.5,120
DTL0000285,ORD0000141,ELC0336,1,1300,15,1105.0,1000,1105.0,1000
DTL0000286,ORD0000141,CLT0027,3,140,10,126.0,70,378.0,210
DTL0000287,ORD0000141,CLT0157,1,830,20,664.0,410,664.0,410
DTL0000288,ORD0000142,CLT0052,1,170,5,161.5,80,161.5,80
DTL0000289,ORD0000142,CLT0220,1,540,0,540.0,270,540.0,270
DTL0000290,ORD0000143,CLT0268,2,250,0,250.0,120,500.0,240
DTL0000291,ORD0000144,CLT0096,1,260,10,234.0,130,234.0,130
DTL0000292,ORD0000144,CLT0210,1,510,0,510.0,250,510.0,250
DTL0000293,ORD0000145,ELC0322,1,14900,0,14900.0,11900,14900.0,11900
DTL0000294,ORD0000145,CLT0263,1,240,0,240.0,120,240.0,120
DTL0000295,ORD0000145,ELC0331,1,2000,15,1700.0,1600,1700.0,1600
DTL0000296,ORD0000146,CLT0304,2,140,10,126.0,60,252.0,120
DTL0000297,ORD0000147,CLT0124,1,190,10,171.0,90,171.0,90
DTL0000298,ORD0000148,CLT0216,2,520,15,442.0,250,884.0,500
DTL0000299,ORD0000148,CLT0177,3,630,10,567.0,310,1701.0,930
DTL0000300,ORD0000149,CLT0076,1,300,0,300.0,140,300.0,140
DTL0000301,ORD0000149,CLT0181,2,600,15,510.0,300,1020.0,600
DTL0000302,ORD0000149,CLT0231,1,340,0,340.0,160,340.0,160
DTL0000303,ORD0000150,CLT0035,2,230,20,184.0,110,368.0,220
DTL0000304,ORD0000150,CLT0305,1,130,0,130.0,60,130.0,60
DTL0000305,ORD0000151,CLT0213,1,540,0,540.0,270,540.0,270
DTL0000306,ORD0000151,CLT0041,4,210,10,189.0,100,756.0,400
DTL0000307,ORD0000152,CLT0293,4,130,15,110.5,60,442.0,240
DTL0000308,ORD0000152,CLT0154,2,830,10,747.0,410,1494.0,820
DTL0000309,ORD0000153,ELC0326,1,8000,10,7200.0,6400,7200.0,6400
DTL0000310,ORD0000154,CLT0242,1,370,5,351.5,180,351.5,180
DTL0000311,ORD0000154,CLT0173,1,480,15,408.0,230,408.0,230
DTL0000312,ORD0000154,CLT0174,1,440,10,396.0,220,396.0,220
DTL0000313,ORD0000155,CLT0189,1,680,20,544.0,340,544.0,340
DTL0000314,ORD0000155,CLT0013,1,90,10,81.0,40,81.0,40
DTL0000315,ORD0000156,CLT0124,1,190,10,171.0,90,171.0,90
DTL0000316,ORD0000157,CLT0160,1,800,5,760.0,390,760.0,390
DTL0000317,ORD0000157,CLT0009,1,90,10,81.0,40,81.0,40
DTL0000318,ORD0000157,CLT0150,2,480,15,408.0,230,816.0,460
DTL0000319,ORD0000157,CLT0200,3,250,0,250.0,120,750.0,360
DTL0000320,ORD0000158,CLT0124,1,190,0,190.0,90,190.0,90
DTL0000321,ORD0000158,CLT0157,1,830,5,788.5,410,788.5,410
DTL0000322,ORD0000159,CLT0199,1,270,10,243.0,130,243.0,130
DTL0000323,ORD0000159,CLT0288,1,470,15,399.5,230,399.5,230
DTL0000324,ORD0000159,CLT0215,1,540,25,405.0,260,405.0,260
DTL0000325,ORD0000159,CLT0053,2,170,0,170.0,80,340.0,160
DTL0000326,ORD0000159,CLT0250,3,200,10,180.0,90,540.0,270
DTL0000327,ORD0000160,CLT0191,1,740,0,740.0,370,740.0,370
DTL0000328,ORD0000160,CLT0061,2,160,0,160.0,80,320.0,160
DTL0000329,ORD0000161,ELC0321,1,10900,5,10355.0,8700,10355.0,8700
DTL0000330,ORD0000161,CLT0305,3,130,10,117.0,60,351.0,180
DTL0000331,ORD0000161,CLT0018,2,150,0,150.0,70,300.0,140
DTL0000332,ORD0000161,CLT0073,1,320,0,320.0,160,320.0,160
DTL0000333,ORD0000161,CLT0270,1,150,0,150.0,70,150.0,70
DTL0000334,ORD0000162,CLT0191,1,740,15,629.0,370,629.0,370
DTL0000335,ORD0000163,CLT0165,1,440,10,396.0,220,396.0,220
DTL0000336,ORD0000163,CLT0100,2,150,10,135.0,70,270.0,140
DTL0000337,ORD0000163,CLT0236,2,350,0,350.0,170,700.0,340
DTL0000338,ORD0000164,CLT0073,1,320,5,304.0,160,304.0,160
DTL0000339,ORD0000165,CLT0060,4,160,0,160.0,80,640.0,320
DTL0000340,ORD0000166,CLT0226,4,140,5,133.0,70,532.0,280
DTL0000341,ORD0000166,CLT0184,1,620,0,620.0,300,620.0,300
DTL0000342,ORD0000166,CLT0244,2,370,10,333.0,180,666.0,360
DTL0000343,ORD0000166,ELC0325,1,14700,0,14700.0,11800,14700.0,11800
DTL0000344,ORD0000167,ELC0335,2,1500,25,1125.0,1200,2250.0,2400
DTL0000345,ORD0000167,ELC0316,1,13200,0,13200.0,10600,13200.0,10600
DTL0000346,ORD0000168,CLT0247,1,200,0,200.0,90,200.0,90
DTL0000347,ORD0000168,CLT0272,2,160,0,160.0,70,320.0,140
DTL0000348,ORD0000169,CLT0300,2,140,25,105.0,60,210.0,120
DTL0000349,ORD0000169,CLT0229,4,330,0,330.0,160,1320.0,640
DTL0000350,ORD0000169,ELC0338,1,300,5,285.0,200,285.0,200
DTL0000351,ORD0000170,CLT0259,2,260,5,247.0,130,494.0,260
DTL0000352,ORD0000170,CLT0268,2,250,0,250.0,120,500.0,240
DTL0000353,ORD0000171,CLT0090,1,260,0,260.0,130,260.0,130
DTL0000354,ORD0000172,CLT0178,1,610,0,610.0,300,610.0,300
DTL0000355,ORD0000172,CLT0120,1,190,20,152.0,90,152.0,90
DTL0000356,ORD0000172,CLT0044,2,230,0,230.0,110,460.0,220
DTL0000357,ORD0000173,CLT0261,1,260,0,260.0,120,260.0,120
DTL0000358,ORD0000173,CLT0219,2,590,5,560.5,290,1121.0,580
DTL0000359,ORD0000174,CLT0213,1,540,0,540.0,270,540.0,270
DTL0000360,ORD0000175,CLT0192,1,710,5,674.5,350,674.5,350
